Plasmid,Concentration,Replicate,mCherry,GFP
pLac,0.001,2,2.006418518399168,2.8809131616589365
pLac,0.001,2,1.1780667014472117,2.1800989937070843
pLac,0.001,2,2.0589033944957427,2.4455130879996214
pLac,0.001,2,1.775770073290584,2.5255651482119092
pLac,0.001,2,1.6863554397764071,2.4274154053147474
pLac,0.001,2,1.60030200651124,2.3638791431884147
pLac,0.001,2,2.227218408364956,1.8732158407270278
pLac,0.001,2,1.9883254771338,2.80067805251338
pLac,0.001,2,1.6811101955624277,2.047343152045053
pLac,0.001,2,2.140835077084402,2.8018456003268017
pLac,0.001,2,1.6308808864875806,2.5604050141770966
pLac,0.001,2,1.901139941175953,2.7815815730649733
pLac,0.001,2,2.2739160815173958,2.208580681975444
pLac,0.001,2,1.7671636288275951,2.1800989937070843
pLac,0.001,2,2.2821494692948048,2.4221107677009948
pLac,0.001,2,1.9106718776503289,2.699019582406144
pLac,0.001,2,1.8946694910312232,2.6108168126836935
pLac,0.001,2,1.4852819830185835,2.640761474176752
pLac,0.001,2,1.8086160577660557,2.6704264814309053
pLac,0.001,2,1.5465126946565917,2.8122219580526053
pLac,0.001,2,1.3522702368032804,2.0257100393193563
pLac,0.001,2,2.343029186685043,2.450555402951764
pLac,0.001,2,1.891398494906512,2.8734923091884275
pLac,0.001,2,1.8572879790077648,2.9384880884463196
pLac,0.001,2,1.5319796561710242,2.0030063108315392
pLac,0.001,2,2.129469891216248,2.907603320607344
pLac,0.001,2,2.240856960243776,2.538165831389981
pLac,0.001,2,2.01890435711014,2.0443144542954927
pLac,0.001,2,1.9410411487491712,2.304120641997301
pLac,0.001,2,1.726222114024336,2.777910785142528
pLac,0.001,2,1.853727976227964,2.636601463423605
pLac,0.001,2,1.6758021325597086,2.4194352729887374
pLac,0.001,2,2.2928946734534,2.2149096932571144
pLac,0.001,2,1.966700799946024,2.484380420959063
pLac,0.001,2,1.8501391472009927,2.5778316418718568
pLac,0.001,2,1.780011425878984,2.446778870990209
pLac,0.001,2,1.7714877408155836,2.2607328105183666
pLac,0.001,2,1.8354859791678109,2.2847423055194493
pLac,0.001,2,1.125863144283096,2.5806728029191284
pLac,0.001,2,2.146410219313768,2.4194352729887374
pLac,0.001,2,1.7714877408155836,2.30239240627018
pLac,0.001,2,1.3945134205691725,2.7091203748805586
pLac,0.001,2,1.846521021286467,2.5463780603167403
pLac,0.001,2,1.7494325459026436,2.6578330036648783
pLac,0.001,2,2.089332259929033,2.6290170586280346
pLac,0.001,2,1.5245304394234362,2.4604767850063456
pLac,0.001,2,2.3912647857157365,2.4913152538651
pLac,0.001,2,2.4150604955998443,2.1325075618636937
pLac,0.001,2,1.509245546706329,2.681169187170957
pLac,0.001,2,1.7714877408155836,2.7558920144764096
pLac,0.001,2,1.6758021325597086,2.4099462426449305
pLac,0.001,2,1.7165865614271718,3.0857098621453467
pLac,0.001,2,1.8428731162229923,2.273816883582616
pLac,0.001,2,1.7494325459026436,2.8127915993959154
pLac,0.001,2,1.6425451902771322,1.9193487859242184
pLac,0.001,2,1.95262920654452,2.82846103569238
pLac,0.001,2,1.7067368680053523,2.8664561969434743
pLac,0.001,2,1.9987546162692245,2.4689854322645512
pLac,0.001,2,2.5235279525894865,2.2453079616707123
pLac,0.001,2,1.8572879790077648,2.6894369071234947
pLac,0.001,2,2.412028205802814,2.7692296551174675
pLac,0.001,2,2.01890435711014,2.300657636555019
pLac,0.001,2,1.7067368680053523,2.8968284926945063
pLac,0.001,2,1.929141965270388,1.9272601205826425
pLac,0.001,2,2.1427012607391824,2.2170001116476983
pLac,0.001,2,1.6249315627558651,2.6424149752205373
pLac,0.001,2,1.9043400847766208,2.388926718300578
pLac,0.001,2,2.0589033944957427,2.374358953705256
pLac,0.001,2,0.8869702130519402,2.1399686375245066
pLac,0.001,2,2.5390266632993845,2.8862798432242545
pLac,0.001,2,1.209738597916355,2.0030063108315392
pLac,0.001,2,1.7494325459026436,2.0443144542954927
pLac,0.001,2,1.6758021325597086,2.3562442575035143
pLac,0.001,2,1.8428731162229923,2.2393872854191974
pLac,0.001,2,1.5465126946565917,2.8144962925384758
pLac,0.001,2,1.670429727833249,2.521286832432169
pLac,0.001,2,1.8354859791678109,2.7098334224880847
pLac,0.001,2,2.309818413741894,2.7989211414590054
pLac,0.001,2,1.6425451902771322,2.4221107677009948
pLac,0.001,2,1.6649914023863277,2.1934643864802426
pLac,0.001,2,1.7402937074258396,2.3668978780444423
pLac,0.001,2,1.3738949139910557,2.774829201745977
pLac,0.001,2,2.3794162123384304,2.390358376382792
pLac,0.001,2,2.2256767791125807,2.5147936196921323
pLac,0.001,2,1.75393225930466,2.535047952735768
pLac,0.001,2,1.7924972645899555,2.195654586548528
pLac,0.001,2,1.493414650885729,2.474967864376604
pLac,0.001,2,1.9106718776503289,2.8833603463562323
pLac,0.001,2,2.087226707450356,2.6090452041388312
pLac,0.001,2,1.5169538794877269,2.542290317975356
pLac,0.001,2,1.7494325459026436,2.651404232399534
pLac,0.001,2,2.5352024983913832,2.5701680642621643
pLac,0.001,2,1.775770073290584,2.635764916167089
pLac,0.001,2,1.3055725636508395,2.233389212516895
pLac,0.001,2,2.3382633562151653,2.387490579278095
pLac,0.001,2,2.4654696456035974,2.3160393911511177
pLac,0.001,2,1.8428731162229923,2.566287736332632
pLac,0.001,2,1.974934187723433,2.9217368049136594
pLac,0.001,2,2.456386992455285,2.6000830824540504
pLac,0.001,2,1.6127878452222115,2.4313540221425542
pLac,0.001,2,2.298171140094444,2.6758292727029467
pLac,0.001,2,2.181886585178512,2.0319956998481854
pLac,0.001,2,2.1313844426304707,2.774829201745977
pLac,0.001,2,1.7714877408155836,2.716201472868183
pLac,0.001,2,1.804640982123609,3.0831904540690864
pLac,0.001,2,2.0633803816850524,2.7667188633909703
pLac,0.001,2,1.6863554397764071,2.615216137305796
pLac,0.001,2,2.3007860029191507,2.1146115760831767
pLac,0.001,2,2.1197710805067653,2.833930064002806
pLac,0.001,2,1.867799569629468,2.1823537699549287
pLac,0.001,2,2.0139521495767245,2.2313723035854727
pLac,0.001,2,1.8712487540655964,2.237396627012288
pLac,0.001,2,2.052101962360268,2.5147936196921323
pLac,0.001,2,2.0851111045637767,2.3484801798221566
pLac,0.001,2,1.8780676264577558,2.6036889638255896
pLac,0.001,2,2.3739239739899447,2.4339611089466566
pLac,0.001,2,1.9230703913756548,2.566287736332632
pLac,0.001,2,1.5742228399369165,2.4665704475155565
pLac,0.001,2,1.6189012933635818,2.645704208252825
pLac,0.001,2,1.7356526392265137,2.479698277851461
pLac,0.001,2,1.726222114024336,2.3484801798221566
pLac,0.001,2,1.209738597916355,2.442970998156192
pLac,0.001,2,2.4028048402039444,2.247264664180092
pLac,0.001,2,2.3604580887396707,2.854657381410842
pLac,0.001,2,1.6863554397764071,2.3683998304267706
pLac,0.001,2,2.159152475713817,2.780971810791711
pLac,0.001,2,1.60030200651124,2.5672608990369814
pLac,0.001,2,1.4142152402368375,2.1067229111237817
pLac,0.001,2,2.0139521495767245,2.006319293044398
pLac,0.001,2,2.023801842998544,2.5544458908986134
pLac,0.001,2,2.1852829080291283,2.5115122275683124
pLac,0.001,2,2.1158313393374275,2.0794025782278087
pLac,0.001,2,1.888103178884776,2.3623622953835626
pLac,0.001,2,1.4511714671198366,2.337384916250288
pLac,0.001,2,1.5465126946565917,2.58536932338007
pLac,0.001,2,1.8946694910312232,2.6238902338601817
pLac,0.001,2,1.9776450094046207,2.117211277332684
pLac,0.001,2,1.796582251693153,2.690924253784344
pLac,0.001,2,2.355876983736432,2.5244993032655163
pLac,0.001,2,2.0700121956365702,2.5720959916493435
pLac,0.001,2,2.089332259929033,2.247264664180092
pLac,0.001,2,1.125863144283096,2.29541362469852
pLac,0.001,2,2.298171140094444,2.012874347999344
pLac,0.001,2,2.103797533264525,2.682683531922079
pLac,0.001,2,2.3672421696045864,2.4761550475566096
pLac,0.001,2,1.4852819830185835,2.7368117956789253
pLac,0.001,2,2.023801842998544,2.5633558027587817
pLac,0.001,2,1.509245546706329,2.6916661230536385
pLac,0.001,2,1.3945134205691725,2.676595932936616
pLac,0.001,2,2.008943983711916,2.7507072582593164
pLac,0.001,2,1.5393057397150949,2.0592619011988704
pLac,0.001,2,1.5319796561710242,2.3276563671647557
pLac,0.001,2,1.5465126946565917,2.5015248577314773
pLac,0.001,2,2.0743789103989667,2.7815815730649733
pLac,0.001,2,1.955479492658328,2.37730974228694
pLac,0.001,2,1.423747176711213,1.7585310602711466
pLac,0.001,2,2.572742129099721,2.7953870081227508
pLac,0.001,2,1.1439561855484648,2.7526584137568904
pLac,0.001,2,1.23929741308522,2.6382699963280407
pLac,0.001,2,1.9410411487491712,2.7368117956789253
pLac,0.001,2,1.6594855183746522,2.574015852371149
pLac,0.001,2,2.195318460456148,2.5026453614460697
pLac,0.001,2,1.2533690064867242,2.5955355125931305
pLac,0.001,2,1.7714877408155836,2.3309221890874143
pLac,0.001,2,1.3843240531264809,2.7711037736239064
pLac,0.001,2,1.2533690064867242,2.2128097077009854
pLac,0.001,2,1.6249315627558651,2.1067229111237817
pLac,0.001,2,1.5245304394234362,2.5900182592288044
pLac,0.001,2,1.7067368680053523,2.4002568258815487
pLac,0.001,2,2.093513592480344,2.662596154151092
pLac,0.001,2,2.026230440654211,2.522360156999019
pLac,0.001,2,2.417070557835083,2.273816883582616
pLac,0.001,2,2.3739239739899447,2.1934643864802426
pLac,0.001,2,1.5874542094598512,2.5308575487890552
pLac,0.001,2,2.243831588612069,2.4543011057371644
pLac,0.001,2,2.7063807749431716,3.451300398574811
pLac,0.001,2,2.358173455004712,1.942684969430297
pLac,0.001,2,1.8643233324901105,2.7062570517473628
pLac,0.001,2,2.8496557072918236,2.3516015935134313
pLac,0.001,2,2.103797533264525,2.264509342479921
pLac,0.001,2,1.8946694910312232,2.456781360657907
pLac,0.001,2,1.7924972645899555,2.4416946522898093
pLac,0.001,2,1.8279736304547,2.117211277332684
pLac,0.001,2,1.75393225930466,2.152140333786772
pLac,0.001,2,2.2497216150043142,2.124923157068123
pLac,0.001,2,2.148253124102858,2.2043123159109492
pLac,0.001,2,1.7309624582825849,2.4913152538651
pLac,0.001,2,1.8203317521247653,2.340582462591672
pLac,0.001,2,1.860819614930172,2.5244993032655163
pLac,0.001,2,1.6915393346978531,2.2149096932571144
pLac,0.001,2,2.2626947742296992,2.5711330405234043
pLac,0.001,2,1.9380961680589524,2.566287736332632
pLac,0.001,2,2.125615797685432,2.461702008813392
pLac,0.001,2,1.2930867249398683,2.42344268748413
pLac,0.001,2,1.4599483472562231,2.5623743135222967
pLac,0.001,2,2.1236761098490726,1.6052736626667656
pLac,0.001,2,1.8317457209948085,2.604586023824127
pLac,0.001,2,-inf,1.7108157916972022
pLac,0.001,2,2.655545477186524,2.5946205650454965
pLac,0.001,2,1.2802389278884794,2.3531543734829747
pLac,0.001,2,1.5536043333587997,2.807063109971546
pLac,0.001,2,2.1801786140351966,2.5191326217001984
pLac,0.001,2,1.87467130360714,2.290108987084768
pLac,0.001,2,1.711689075538768,2.66887106962587
pLac,0.001,2,1.4422172643312718,2.2021631501874506
pLac,0.001,2,1.6367514089099569,1.8819560296175888
pLac,0.001,2,3.254182401568168,2.5946205650454965
pLac,0.001,2,1.9261165749349536,2.5682320021361846
pLac,0.001,2,1.6915393346978531,1.898952270559628
pLac,0.001,2,1.5465126946565917,2.345337386418453
pLac,0.001,2,1.2533690064867242,2.5900182592288044
pLac,0.001,2,1.6249315627558651,2.61433964029982
pLac,0.001,2,1.5465126946565917,2.332546424564331
pLac,0.001,2,2.456386992455285,2.4970152780118067
pLac,0.001,2,2.087226707450356,2.4221107677009948
pLac,0.001,2,1.8354859791678109,2.684192895266995
pLac,0.001,2,2.164503260579137,2.270116492212164
pLac,0.001,2,2.0976558465857806,2.346911473873341
pLac,0.001,2,2.0428679207978853,2.2569249376843503
pLac,0.001,2,1.9583115659569768,2.1274652469115516
pLac,0.001,2,1.4852819830185835,2.7105453637373578
pLac,0.001,2,1.7067368680053523,2.450555402951764
pLac,0.001,2,1.6966632988554706,2.7388228115047317
pLac,0.001,2,1.5874542094598512,2.29541362469852
pLac,0.001,2,2.061147540876032,2.101387431900668
pLac,0.001,2,1.9351314883548318,2.7539545898818334
pLac,0.001,2,2.0700121956365702,1.9350373583472644
pLac,0.001,2,1.9961702476454448,1.7352933838592852
pLac,0.001,2,1.6539103761452865,2.416744086135677
pLac,0.001,2,1.0450549552319086,1.8552195716889592
pLac,0.001,2,1.593924659604581,2.5494201446735425
pLac,0.001,2,2.1275470336961373,2.569201054329745
pLac,0.001,2,1.867799569629468,2.6938845611047997
pLac,0.001,2,1.4330784258544678,2.2847423055194493
pLac,0.001,2,2.4376434822705964,2.5730569261222347
pLac,0.001,2,2.2210194546839723,2.332546424564331
pLac,0.001,2,1.7883742770612008,2.2847423055194493
pLac,0.001,2,1.6367514089099569,2.20000387070566
pLac,0.001,2,1.974934187723433,2.581615960585435
pLac,0.001,2,2.1058259943026973,2.221152592866748
pLac,0.001,2,1.4599483472562231,2.846795749181052
pLac,0.001,2,1.6863554397764071,1.8219207964364368
pLac,0.001,2,1.3055725636508395,1.6980692486275388
pLac,0.001,2,2.3902006364333275,2.335777748081416
pLac,0.001,2,1.7067368680053523,2.665744338323304
pLac,0.001,2,2.3891339260190083,2.087770823110774
pLac,0.001,2,1.8946694910312232,2.8944522779427033
pLac,0.001,2,2.6163945921553635,2.6975582880401547
pLac,0.001,2,1.8643233324901105,2.761655683264749
pLac,0.001,2,1.6189012933635818,2.4981468347951536
pLac,0.001,2,1.2802389278884794,2.1197963323002704
pLac,0.001,2,2.3954960155903176,2.2588328241882474
pLac,0.001,2,2.0038785804268424,2.592785178425899
pLac,0.001,2,1.404473793967396,2.3075577070804103
pLac,0.001,2,2.0013240029617503,2.4404147461793
pLac,0.001,2,1.3632144462618767,2.612581607332705
pLac,0.001,2,1.7583867486912086,2.8473240693811626
pLac,0.001,2,2.023801842998544,2.3547019164106344
pLac,0.001,2,1.468554791719212,2.2313723035854727
pLac,0.001,2,2.109855276263711,2.589092232591382
pLac,0.001,2,1.9909558585230718,2.5633558027587817
pLac,0.001,2,2.242346769926203,2.221152592866748
pLac,0.001,2,1.9987546162692245,2.038196416415444
pLac,0.001,2,2.6271359665719003,2.74082505196084
pLac,0.001,2,0.6389384433439804,1.9388770965962805
pLac,0.001,2,1.5742228399369165,2.4867036970268606
pLac,0.001,2,2.162726833498824,2.8754829675953366
pLac,0.001,2,1.5874542094598512,2.615216137305796
pLac,0.001,2,1.9961702476454448,2.7279940837330003
pLac,0.001,2,1.8643233324901105,2.4194352729887374
pLac,0.001,2,2.424034844201608,2.206451462177446
pLac,0.001,2,1.6811101955624277,2.663385227506523
pLac,0.001,2,1.9200031267935835,2.2626249618310585
pLac,0.001,2,1.670429727833249,2.7361394936639942
pLac,0.001,2,1.6594855183746522,2.8240383889892287
pLac,0.001,2,1.9468730481953391,2.2626249618310585
pLac,0.001,2,1.7402937074258396,2.3846047455950847
pLac,0.001,2,1.7067368680053523,2.6849457191325117
pLac,0.001,2,1.6425451902771322,2.5955355125931305
pLac,0.001,2,2.309818413741894,2.698289516948859
pLac,0.001,2,1.3632144462618767,2.50599054790116
pLac,0.001,2,1.901139941175953,2.3531543734829747
pLac,0.001,2,1.6594855183746522,2.713382133472171
pLac,0.001,2,2.585952740457502,2.5825571835679906
pLac,0.001,2,1.8979165235992144,1.9929213764518952
pLac,0.001,2,2.06560203026258,2.1800989937070843
pLac,0.001,2,2.269741313164561,2.8958794829599266
pLac,0.001,2,1.4852819830185835,2.558427226446424
pLac,0.001,2,1.8317457209948085,2.7723489468252343
pLac,0.001,2,1.796582251693153,2.4391312599071764
pLac,0.001,2,1.7309624582825849,3.352999291437037
pLac,0.001,2,2.089332259929033,2.540232708952861
pLac,0.001,2,1.9351314883548318,2.7033757484453
pLac,0.001,2,2.425020868998068,2.111997061641207
pLac,0.001,2,1.9909558585230718,2.371389066035425
pLac,0.001,2,2.290232695702452,2.5613907203415733
pLac,0.001,2,1.8241691610590989,2.755247114801588
pLac,0.001,2,1.7671636288275951,2.888215905350234
pLac,0.001,2,1.8006299324571007,2.4832143566895684
pLac,0.001,2,2.4813636262142853,2.6424149752205373
pLac,0.001,2,0.7378396736605367,2.690924253784344
pLac,0.001,2,2.38699277227414,2.635764916167089
pLac,0.001,2,1.341048929515584,2.2847423055194493
pLac,0.001,2,1.6065888915412287,2.0193370751622166
pLac,0.001,2,2.531345050515776,2.065107152769833
pLac,0.001,2,2.0428679207978853,2.5797277025992016
pLac,0.001,2,1.888103178884776,2.601889565272089
pLac,0.001,2,2.18865340307966,2.485543529422424
pLac,0.001,2,2.2766775730875413,2.4300449027292768
pLac,0.001,2,2.038177739853957,2.4936037675522518
pLac,0.001,2,1.949760471848504,1.7965637349951074
pLac,0.001,2,2.259844488115892,2.225267831600235
pLac,0.001,2,1.6367514089099569,1.9895098659923405
pLac,0.001,2,2.5179727755829093,2.8587958179705457
pLac,0.001,2,1.7494325459026436,2.43784417338834
pLac,0.001,2,1.5605842880580958,2.945788553849721
pLac,0.001,2,1.8317457209948085,2.4221107677009948
pLac,0.001,2,1.8006299324571007,2.391785581400015
pLac,0.001,2,1.95262920654452,2.405818664198844
pLac,0.001,2,1.9611256577166585,2.5180517117937287
pLac,0.001,2,1.907517288082612,2.2588328241882474
pLac,0.001,2,1.780011425878984,2.253085199435334
pLac,0.001,2,2.3174166220505388,2.3638791431884147
pLac,0.001,2,2.028645803379581,2.465358171927692
pLac,0.001,2,1.8241691610590989,2.414037021982208
pLac,0.001,2,1.4142152402368375,1.8643059288668584
pLac,0.001,2,2.1852829080291283,2.461702008813392
pLac,0.001,2,1.5674560220357685,2.5720959916493435
pLac,0.001,2,2.1555490577905716,2.2774876715050607
pLac,0.001,2,2.06781259825252,2.479698277851461
pLac,0.001,2,2.287554633396216,2.2273116926326435
pLac,0.001,2,1.3295361273385853,2.1093675642266776
pLac,0.001,2,1.8501391472009927,2.9315093068746583
pLac,0.001,2,1.7714877408155836,2.4260949841356076
pLac,0.001,2,2.1217278958849377,2.7210940132076096
pLac,0.001,2,1.7402937074258396,2.3802416758607894
pLac,0.001,2,1.881438121508288,2.346911473873341
pLac,0.001,2,1.8279736304547,2.4518073711039348
pLac,0.001,2,2.400728874051716,2.4016536185678192
pLac,0.001,2,1.509245546706329,2.5623743135222967
pLac,0.001,2,1.341048929515584,1.88626447482288
pLac,0.001,2,1.6065888915412287,2.769855212192005
pLac,0.001,2,1.762796914065199,2.317717075079019
pLac,0.001,2,2.3535685516263603,2.0319956998481854
pLac,0.001,2,1.839194937742396,2.3946267424472865
pLac,0.001,2,1.2802389278884794,2.50599054790116
pLac,0.001,2,1.5169538794877269,2.4339611089466566
pLac,0.001,2,1.4599483472562231,2.80878917862681
pLac,0.001,2,2.0213598645720268,2.4326594171712466
pLac,0.001,2,2.016435169870378,3.106584050743797
pLac,0.001,2,2.1537363028578387,2.40304617211954
pLac,0.001,2,1.493414650885729,2.8430803763056405
pLac,0.001,2,2.2928946734534,2.532957534345184
pLac,0.001,2,1.9935707213477791,2.5672608990369814
pLac,0.001,2,2.2669361268180994,2.480873300370936
pLac,0.001,2,1.9200031267935835,2.456781360657907
pLac,0.001,2,1.7067368680053523,2.1473103308396206
pLac,0.001,2,1.6863554397764071,2.5360896014080976
pLac,0.001,2,1.4511714671198366,2.335777748081416
pLac,0.001,2,1.972206683957699,2.0030063108315392
pLac,0.001,2,1.780011425878984,2.9167713787160654
pLac,0.001,2,1.860819614930172,1.9072199905121647
pLac,0.001,2,2.383761521292549,2.480873300370936
pLac,0.001,2,2.1197710805067653,2.2170001116476983
pLac,0.001,2,1.7017287021405445,2.4913152538651
pLac,0.001,2,1.4852819830185835,1.8169602503596969
pLac,0.001,2,1.209738597916355,2.4313540221425542
pLac,0.001,2,2.091427857039662,2.2021631501874506
pLac,0.001,2,1.853727976227964,2.681926984276485
pLac,0.001,2,2.984190228735641,2.4555429090474954
pLac,0.001,2,1.593924659604581,2.794202888644679
pLac,0.001,2,2.0589033944957427,2.1890523713033816
pLac,0.001,2,1.6065888915412287,2.3126655079861105
pLac,0.001,2,1.9583115659569768,2.6099318634352224
pLac,0.001,2,1.9639219948360336,2.5574351265072672
pLac,0.001,2,2.3661186760671145,2.2043123159109492
pLac,0.001,2,1.839194937742396,2.489015268883476
pLac,0.001,2,1.4599483472562231,2.175555926464182
pLac,0.001,2,2.093513592480344,2.513702427636598
pLac,0.001,2,1.3945134205691725,2.654629876918103
pLac,0.001,2,2.193661568944468,2.5604050141770966
pLac,0.001,2,2.125615797685432,2.5433156726883053
pLac,0.001,2,1.404473793967396,2.4416946522898093
pLac,0.001,2,2.2363572468417594,2.249213057948912
pLac,0.001,2,1.891398494906512,2.5453595337207133
pLac,0.001,2,1.6811101955624277,2.7279940837330003
pLac,0.001,2,2.091427857039662,2.2626249618310585
pLac,0.001,2,0.9730236463171076,1.5809044294715584
pLac,0.001,2,1.711689075538768,2.551437053604965
pLac,0.001,2,2.1236761098490726,2.8939755547381547
